"CO_GRUPO";"CO_REGIAO_CURSO";"NU_IDADE";"TP_SEXO";"CO_TURNO_GRADUACAO";"NT_GER";"QE_I01";"QE_I02";"QE_I04";"QE_I05";"QE_I08";"QE_I21";"QE_I22";"QE_I23";"NT_OBJ_FG";"NT_OBJ_CE";"Sexo";"Regiao";"Turno";"Estado_Civil";"Cor_Raca";"Escolaridade_Pai";"Escolaridade_Mae";"Renda_Familiar";"Familiar_Graduado";"Qdade_Livros";"Horas_Estudo"
3002;3;37;"M";4;37,3;"B";"A";"B";"A";"A";"B";"B";"B";25;37,5;"Masculino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;3;44;"M";4;47,8;"B";"B";"D";"B";"C";"B";"B";"B";50;41,7;"Masculino";"Sudeste";"Noturno";"Casado";"Preta";"Ensino Médio";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;3;33;"M";4;18,3;"B";"B";"E";"E";"B";"A";"C";"B";62,5;8,3;"Masculino";"Sudeste";"Noturno";"Casado";"Preta";"Ensino Superior";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;50;"F";4;33,3;"A";"F";"B";"B";"B";"A";"C";"B";62,5;37,5;"Feminino";"Sudeste";"Noturno";"Solteiro";"Sem declaracao";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;37;"M";4;22,4;"A";"D";"B";"B";"C";"B";"B";"C";25;29,2;"Masculino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;39;"M";4;33,2;"A";"A";"B";"D";"C";"A";"A";"D";62,5;29,2;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"Nenhum";"De 8 a 12"
3002;3;37;"F";4;65;"B";"A";"D";"C";"D";"A";"B";"B";62,5;70,8;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Médio";"Ensino Fundamental II";"De 4,5 a 6 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;46;"F";4;25,8;"B";"A";"B";"A";"B";"B";"B";"B";12,5;37,5;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;3;36;"F";4;35,9;"B";"A";"B";"A";"B";"A";"B";"B";50;33,3;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;24;"F";4;27,6;"B";"A";"B";"B";"B";"A";"A";"B";12,5;29,2;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;3;21;"F";4;34,6;"A";"B";"A";"B";"A";"B";"B";"B";37,5;37,5;"Feminino";"Sudeste";"Noturno";"Solteiro";"Preta";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;3;40;"F";4;60,4;"B";"A";"A";"B";"C";"A";"C";"C";62,5;62,5;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Nenhuma";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;24;"M";4;32,2;"A";"A";"B";"C";"A";"B";"B";"B";50;37,5;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;3;44;"F";4;23,5;"C";"D";"C";"D";"B";"A";"C";"B";25;16,7;"Feminino";"Sudeste";"Noturno";"Separado";"Parda";"Ensino Fundamental II";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;42;"M";4;41,2;"C";"B";"B";"B";"B";"A";"B";"D";25;45,8;"Masculino";"Sudeste";"Noturno";"Separado";"Preta";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 8 a 12"
3002;3;25;"F";4;15,5;"A";"D";"A";"B";"B";"B";"B";"B";0;16,7;"Feminino";"Sudeste";"Noturno";"Solteiro";"Parda";"Nenhuma";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;3;30;"F";4;26;"E";"D";"A";"A";"A";"B";"C";"B";25;20,8;"Feminino";"Sudeste";"Noturno";"Outro";"Parda";"Nenhuma";"Nenhuma";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;3;23;"F";4;28,2;"A";"D";"B";"B";"A";"A";"B";"B";12,5;29,2;"Feminino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;58;"M";4;21,2;"B";"D";"A";"A";"D";"A";"B";"D";0;33,3;"Masculino";"Sudeste";"Noturno";"Casado";"Parda";"Nenhuma";"Nenhuma";"De 4,5 a 6 salários mínimos";"Sim";"De 1 a 2";"De 8 a 12"
3002;3;22;"F";4;25,4;"B";"A";"B";"B";"B";"B";"D";"B";37,5;20,8;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 6 a 8";"De 1 a 3"
3002;3;25;"F";4;25;"B";"A";"B";"B";"B";"A";"E";"D";25;33,3;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 8 a 12"
3002;3;40;"F";4;21,2;"B";"D";"B";"B";"B";"A";"C";"C";12,5;25;"Feminino";"Sudeste";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;33;"F";4;48,9;"A";"D";"A";"A";"B";"B";"C";"E";25;70,8;"Feminino";"Sudeste";"Noturno";"Solteiro";"Parda";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"De 3 a 5";"Mais de 12"
3002;3;39;"M";4;23,5;"C";"D";"B";"B";"D";"A";"C";"B";0;33,3;"Masculino";"Sudeste";"Noturno";"Separado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;23;"M";4;36,3;"A";"A";"B";"B";"A";"B";"A";"A";37,5;33,3;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Nenhum";"Nenhuma"
3002;3;30;"M";4;49,4;"A";"A";"B";"D";"B";"B";"A";"B";50;50;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Nenhum";"De 1 a 3"
3002;3;21;"M";4;50;"A";"A";"B";"D";"A";"B";"B";"B";75;50;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;3;38;"M";4;45,9;"B";"D";"C";"B";"D";"B";"D";"D";50;41,7;"Masculino";"Sudeste";"Noturno";"Casado";"Parda";"Ensino Fundamental II";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 6 a 8";"De 8 a 12"
3002;3;27;"M";4;71;"A";"A";"B";"B";"C";"A";"D";"D";50;79,2;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 8 a 12"
3002;3;42;"F";4;28,7;"A";"D";"A";"A";"B";"A";"B";"B";50;33,3;"Feminino";"Sudeste";"Noturno";"Solteiro";"Parda";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;47;"F";4;41,1;"B";"A";"C";"C";"B";"B";"B";"C";25;41,7;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;41;"M";4;37,5;"B";"A";"A";"A";"D";"B";"B";"C";50;33,3;"Masculino";"Sudeste";"Noturno";"Casado";"Branca";"Nenhuma";"Nenhuma";"De 4,5 a 6 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;49;"M";4;62;"B";"F";"B";"A";"C";"A";"B";"C";62,5;70,8;"Masculino";"Sudeste";"Noturno";"Casado";"Sem declaracao";"Ensino Fundamental I";"Nenhuma";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;3;29;"F";4;60,1;"B";"F";"B";"D";"E";"A";"C";"C";50;66,7;"Feminino";"Sudeste";"Noturno";"Casado";"Sem declaracao";"Ensino Fundamental I";"Ensino Médio";"De 6 a 10 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;22;"F";1;57,1;"A";"B";"B";"A";"C";"A";"D";"B";37,5;58,3;"Feminino";"Sudeste";"Matutino";"Solteiro";"Preta";"Ensino Fundamental I";"Nenhuma";"De 3 a 4,5 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;3;26;"F";4;73,5;"B";"A";"D";"D";"E";"A";"C";"B";75;79,2;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Médio";"Ensino Médio";"De 6 a 10 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;40;"M";4;64,2;"A";"B";"A";"B";"B";"A";"C";"C";50;70,8;"Masculino";"Sudeste";"Noturno";"Solteiro";"Preta";"Nenhuma";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;57;"F";1;53,1;"B";"A";"B";"C";"F";"A";"C";"B";50;54,2;"Feminino";"Sudeste";"Matutino";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 10 a 30 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;56;"F";4;32;"A";"A";"A";"B";"B";"A";"C";"C";37,5;29,2;"Feminino";"Sudeste";"Noturno";"Solteiro";"Branca";"Nenhuma";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;34;"M";1;53,9;"A";"A";"B";"C";"C";"A";"C";"B";25;62,5;"Masculino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;21;"F";1;66,4;"A";"A";"D";"C";"A";"A";"C";"B";37,5;70,8;"Feminino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;47;"F";4;38,5;"B";"A";"A";"A";"B";"A";"E";"C";37,5;37,5;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;3;54;"M";1;50,9;"B";"D";"B";"B";"D";"B";"B";"B";37,5;50;"Masculino";"Sudeste";"Matutino";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;3;29;"F";1;84;"A";"A";"E";"F";"F";"A";"C";"B";75;87,5;"Feminino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Superior";"Pós Graduação";"De 10 a 30 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;36;"M";1;66,5;"A";"B";"D";"E";"B";"A";"B";"C";75;62,5;"Masculino";"Sudeste";"Matutino";"Solteiro";"Preta";"Ensino Médio";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;3;24;"F";1;57,5;"A";"D";"D";"D";"D";"A";"D";"C";62,5;54,2;"Feminino";"Sudeste";"Matutino";"Solteiro";"Parda";"Ensino Médio";"Ensino Médio";"De 4,5 a 6 salários mínimos";"Sim";"De 6 a 8";"De 4 a 7"
3002;3;31;"M";4;62,8;"A";"D";"D";"E";"C";"A";"C";"E";62,5;62,5;"Masculino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Médio";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"Mais de 12"
3002;3;41;"M";4;45,7;"A";"A";"D";"C";"B";"A";"E";"B";50;50;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;3;32;"M";4;73;"A";"D";"A";"A";"B";"A";"C";"C";75;75;"Masculino";"Sudeste";"Noturno";"Solteiro";"Parda";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;42;"M";1;36,9;"A";"D";"B";"B";"B";"A";"E";"B";37,5;45,8;"Masculino";"Sudeste";"Matutino";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
3002;3;24;"M";1;73,3;"A";"A";"E";"E";"C";"A";"C";"B";87,5;70,8;"Masculino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Superior";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;38;"M";4;71,4;"B";"A";"B";"D";"B";"A";"B";"B";87,5;70,8;"Masculino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;22;"M";1;59,2;"A";"A";"C";"E";"B";"A";"B";"C";37,5;58,3;"Masculino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental II";"Ensino Superior";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 4 a 7"
3002;3;32;"M";4;80,9;"B";"A";"C";"D";"E";"A";"D";"B";87,5;79,2;"Masculino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Médio";"De 6 a 10 salários mínimos";"Sim";"De 6 a 8";"De 1 a 3"
3002;3;53;"F";4;22,8;"A";"F";"B";"B";"B";"B";"B";"B";25;25;"Feminino";"Sudeste";"Noturno";"Solteiro";"Sem declaracao";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 1 a 3"
3002;3;41;"M";4;69,4;"B";"D";"D";"D";"D";"A";"B";"B";75;70,8;"Masculino";"Sudeste";"Noturno";"Casado";"Parda";"Ensino Médio";"Ensino Médio";"De 4,5 a 6 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;33;"M";4;74,7;"E";"B";"B";"B";"C";"A";"B";"A";87,5;83,3;"Masculino";"Sudeste";"Noturno";"Outro";"Preta";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"Nenhuma"
3002;3;40;"F";4;39,6;"C";"A";"B";"B";"D";"B";"C";"E";62,5;41,7;"Feminino";"Sudeste";"Noturno";"Separado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 4,5 a 6 salários mínimos";"Não";"De 3 a 5";"Mais de 12"
3002;3;22;"F";1;70,3;"A";"A";"B";"D";"B";"B";"E";"B";50;75;"Feminino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 1 a 3"
3002;3;31;"M";4;51,6;"A";"A";"D";"D";"E";"B";"C";"C";37,5;58,3;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 6 a 10 salários mínimos";"Não";"De 3 a 5";"De 4 a 7"
3002;3;24;"F";4;67;"A";"A";"D";"E";"A";"A";"B";"C";62,5;62,5;"Feminino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"De 4 a 7"
3002;3;40;"M";1;71,6;"A";"C";"B";"B";"B";"A";"E";"E";87,5;66,7;"Masculino";"Sudeste";"Matutino";"Solteiro";"Amarela";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;3;34;"M";4;76;"C";"A";"D";"E";"F";"A";"A";"D";87,5;79,2;"Masculino";"Sudeste";"Noturno";"Separado";"Branca";"Ensino Médio";"Ensino Superior";"De 10 a 30 salários mínimos";"Sim";"Nenhum";"De 8 a 12"
3002;3;48;"F";1;25;"B";"D";"B";"B";"B";"A";"D";"C";37,5;29,2;"Feminino";"Sudeste";"Matutino";"Casado";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 6 a 8";"De 4 a 7"
3002;3;22;"F";1;50,7;"A";"D";"C";"B";"B";"A";"E";"E";37,5;54,2;"Feminino";"Sudeste";"Matutino";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;3;31;"F";1;37,3;"A";"A";"B";"D";"C";"A";"B";"D";25;41,7;"Feminino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 8 a 12"
3002;3;23;"M";1;66,8;"A";"A";"D";"C";"B";"A";"E";"E";75;66,7;"Masculino";"Sudeste";"Matutino";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"Mais de 8";"Mais de 12"
3002;3;24;"F";4;56;"A";"D";"B";"B";"B";"B";"B";"C";50;54,2;"Feminino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;30;"M";4;49,6;"A";"B";"C";"C";"B";"B";"E";"C";25;58,3;"Masculino";"Sudeste";"Noturno";"Solteiro";"Preta";"Ensino Fundamental II";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Não";"Mais de 8";"De 4 a 7"
3002;3;41;"M";4;61,1;"A";"B";"A";"B";"A";"A";"C";"C";37,5;70,8;"Masculino";"Sudeste";"Noturno";"Solteiro";"Preta";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;23;"M";4;63,6;"A";"A";"B";"B";"A";"B";"C";"B";62,5;66,7;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 1 a 3"
3002;3;21;"M";4;64,6;"A";"A";"B";"A";"B";"B";"B";"C";62,5;66,7;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Nenhuma";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;24;"M";4;71,6;"A";"A";"D";"B";"B";"B";"C";"E";75;70,8;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 3 a 5";"Mais de 12"
3002;3;28;"F";4;55;"B";"A";"B";"C";"B";"A";"A";"B";75;50;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;3;36;"F";4;11,6;"E";"F";"C";"C";"A";"B";"C";"C";25;8,3;"Feminino";"Sudeste";"Noturno";"Outro";"Sem declaracao";"Ensino Fundamental II";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"De 3 a 5";"De 4 a 7"
3002;3;27;"F";4;44,1;"A";"A";"C";"B";"B";"B";"B";"E";50;41,7;"Feminino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental II";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"Mais de 12"
3002;3;28;"M";4;52,3;"A";"D";"B";"B";"B";"B";"B";"C";87,5;45,8;"Masculino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;24;"M";4;53,8;"A";"D";"B";"B";"B";"B";"C";"D";50;62,5;"Masculino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"De 3 a 5";"De 8 a 12"
3002;3;29;"M";4;62,2;"A";"A";"B";"B";"B";"B";"A";"D";62,5;62,5;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Não";"Nenhum";"De 8 a 12"
3002;3;29;"F";4;38,1;"B";"A";"D";"D";"C";"A";"E";"C";50;29,2;"Feminino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Médio";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 4 a 7"
3002;3;22;"M";4;58,2;"A";"D";"C";"C";"B";"A";"C";"E";50;62,5;"Masculino";"Sudeste";"Noturno";"Solteiro";"Parda";"Ensino Fundamental II";"Ensino Fundamental II";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"Mais de 12"
3002;3;37;"M";4;35,3;"A";"A";"D";"D";"C";"A";"C";"B";37,5;33,3;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"De 3 a 4,5 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;24;"F";4;37,7;"A";"B";"D";"D";"B";"A";"B";"B";50;33,3;"Feminino";"Sudeste";"Noturno";"Solteiro";"Preta";"Ensino Médio";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;60;"F";4;32;"C";"A";"A";"A";"B";"A";"A";"C";12,5;41,7;"Feminino";"Sudeste";"Noturno";"Separado";"Branca";"Nenhuma";"Nenhuma";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 4 a 7"
3002;3;24;"F";4;64,8;"A";"A";"B";"B";"B";"A";"C";"B";87,5;62,5;"Feminino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"De 3 a 5";"De 1 a 3"
3002;3;24;"M";4;9,8;"A";"A";"D";"D";"A";"B";"B";"B";12,5;12,5;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Médio";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"De 1 a 3"
3002;3;21;"M";4;31;"A";"A";"D";"E";"C";"A";"B";"B";50;25;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Médio";"Ensino Superior";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;24;"F";4;44,6;"A";"B";"A";"B";"A";"B";"B";"E";50;45,8;"Feminino";"Sudeste";"Noturno";"Solteiro";"Preta";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"De 1 a 2";"Mais de 12"
3002;3;36;"M";4;36,9;"B";"D";"B";"D";"A";"A";"B";"A";25;33,3;"Masculino";"Sudeste";"Noturno";"Casado";"Parda";"Ensino Fundamental I";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 1 a 2";"Nenhuma"
3002;3;24;"F";4;56,5;"A";"B";"C";"C";"A";"B";"A";"E";62,5;54,2;"Feminino";"Sudeste";"Noturno";"Solteiro";"Preta";"Ensino Fundamental II";"Ensino Fundamental II";"Até 1,5 salário mínimo";"Não";"Nenhum";"Mais de 12"
3002;3;38;"M";4;20,4;"B";"A";"B";"D";"B";"A";"D";"C";12,5;25;"Masculino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental I";"Ensino Médio";"De 1,5 e 3 salários mínimos";"Sim";"De 6 a 8";"De 4 a 7"
3002;3;38;"M";4;52,6;"E";"A";"B";"B";"C";"B";"B";"C";37,5;62,5;"Masculino";"Sudeste";"Noturno";"Outro";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Não";"De 1 a 2";"De 4 a 7"
3002;3;27;"F";4;51,6;"C";"F";"D";"C";"C";"A";"B";"B";62,5;50;"Feminino";"Sudeste";"Noturno";"Separado";"Sem declaracao";"Ensino Médio";"Ensino Fundamental II";"De 3 a 4,5 salários mínimos";"Sim";"De 1 a 2";"De 1 a 3"
3002;3;30;"M";4;41,7;"B";"A";"C";"B";"E";"A";"C";"C";87,5;37,5;"Masculino";"Sudeste";"Noturno";"Casado";"Branca";"Ensino Fundamental II";"Ensino Fundamental I";"De 6 a 10 salários mínimos";"Sim";"De 3 a 5";"De 4 a 7"
3002;3;25;"M";4;53,5;"A";"A";"B";"E";"A";"A";"A";"A";62,5;54,2;"Masculino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Superior";"Até 1,5 salário mínimo";"Sim";"Nenhum";"Nenhuma"
3002;3;23;"F";4;55,3;"A";"A";"B";"D";"A";"A";"D";"D";62,5;54,2;"Feminino";"Sudeste";"Noturno";"Solteiro";"Branca";"Ensino Fundamental I";"Ensino Médio";"Até 1,5 salário mínimo";"Sim";"De 6 a 8";"De 8 a 12"
3002;3;23;"F";1;57,3;"C";"B";"A";"B";"A";"B";"A";"B";37,5;62,5;"Feminino";"Sudeste";"Matutino";"Separado";"Preta";"Nenhuma";"Ensino Fundamental I";"Até 1,5 salário mínimo";"Não";"Nenhum";"De 1 a 3"
3002;3;34;"M";1;42,7;"B";"F";"B";"B";"B";"A";"A";"B";37,5;41,7;"Masculino";"Sudeste";"Matutino";"Casado";"Sem declaracao";"Ensino Fundamental I";"Ensino Fundamental I";"De 1,5 e 3 salários mínimos";"Sim";"Nenhum";"De 1 a 3"
3002;3;51;"F";1;41,8;"B";"A";"B";"B";"C";"A";"E";"B";50;41,7;"Feminino";"Sudeste";"Matutino";"Casado";"Branca";"Ensino Fundamental I";"Ensino Fundamental I";"De 3 a 4,5 salários mínimos";"Sim";"Mais de 8";"De 1 a 3"
